program,site_id,role,gate_index,qubits,depth,paired_with,variants,signatures,ancillas,sources,equivalence
qmpa_div4,g00010,and,10,4 9 5,7,g00024,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00013,and,13,5 10 6,10,g00021,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00016,and,16,6 11 7,13,g00018,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00018,and_uncompute,18,6 11 7,15,g00016,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00021,and_uncompute,21,5 10 6,17,g00013,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00024,and_uncompute,24,4 9 5,19,g00010,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00027,and_uncompute,27,19 8 4,21,g00007,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00031,and,31,13 4 14,24,g00060,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00032,and,32,13 5 15,25,g00061,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00033,and,33,13 6 16,26,g00062,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00034,and,34,13 7 17,27,g00063,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00037,and,37,19 8 14,27,g00057,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00040,and,40,14 9 15,29,g00054,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00043,and,43,15 10 16,31,g00051,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00046,and,46,16 11 17,33,g00048,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div4,g00048,and_uncompute,48,16 11 17,35,g00046,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00051,and_uncompute,51,15 10 16,38,g00043,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00054,and_uncompute,54,14 9 15,41,g00040,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00057,and_uncompute,57,19 8 14,44,g00037,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00060,and_uncompute,60,13 4 14,46,g00031,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00061,and_uncompute,61,13 5 15,47,g00032,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00062,and_uncompute,62,13 6 16,48,g00033,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div4,g00063,and_uncompute,63,13 7 17,49,g00034,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00009,and,9,27 12 6,4,g00041,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00012,and,12,6 13 7,7,g00038,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00015,and,15,7 14 8,10,g00035,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00018,and,18,8 15 9,13,g00032,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00021,and,21,9 16 10,16,g00029,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00024,and,24,10 17 11,19,g00026,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00026,and_uncompute,26,10 17 11,21,g00024,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00029,and_uncompute,29,9 16 10,23,g00021,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00032,and_uncompute,32,8 15 9,25,g00018,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00035,and_uncompute,35,7 14 8,27,g00015,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00038,and_uncompute,38,6 13 7,29,g00012,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00041,and_uncompute,41,27 12 6,31,g00009,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00045,and,45,19 6 20,34,g00088,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00046,and,46,19 7 21,35,g00089,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00047,and,47,19 8 22,36,g00090,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00048,and,48,19 9 23,37,g00091,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00049,and,49,19 10 24,38,g00092,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00050,and,50,19 11 25,39,g00093,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00053,and,53,27 12 20,37,g00085,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00056,and,56,20 13 21,39,g00082,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00059,and,59,21 14 22,41,g00079,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00062,and,62,22 15 23,43,g00076,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00065,and,65,23 16 24,45,g00073,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00068,and,68,24 17 25,47,g00070,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_div6,g00070,and_uncompute,70,24 17 25,49,g00068,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00073,and_uncompute,73,23 16 24,52,g00065,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00076,and_uncompute,76,22 15 23,55,g00062,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00079,and_uncompute,79,21 14 22,58,g00059,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00082,and_uncompute,82,20 13 21,61,g00056,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00085,and_uncompute,85,27 12 20,64,g00053,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00088,and_uncompute,88,19 6 20,66,g00045,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00089,and_uncompute,89,19 7 21,67,g00046,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00090,and_uncompute,90,19 8 22,68,g00047,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00091,and_uncompute,91,19 9 23,69,g00048,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00092,and_uncompute,92,19 10 24,70,g00049,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_div6,g00093,and_uncompute,93,19 11 25,71,g00050,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_add8,g00000,and,0,14 22 0,1,g00050,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_add8,g00003,and,3,13 21 1,4,g00048,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_add8,g00007,and,7,12 20 2,8,g00044,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_add8,g00011,and,11,11 19 3,12,g00040,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_add8,g00015,and,15,10 18 4,16,g00036,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_add8,g00019,and,19,9 17 5,20,g00032,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_add8,g00023,and,23,8 16 6,24,g00028,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_add8,g00028,and_uncompute,28,8 16 6,28,g00023,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_add8,g00032,and_uncompute,32,9 17 5,31,g00019,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_add8,g00036,and_uncompute,36,10 18 4,34,g00015,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_add8,g00040,and_uncompute,40,11 19 3,37,g00011,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_add8,g00044,and_uncompute,44,12 20 2,40,g00007,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_add8,g00048,and_uncompute,48,13 21 1,43,g00003,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_add8,g00050,and_uncompute,50,14 22 0,45,g00000,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_add16,g00000,and,0,22 38 0,1,g00114,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_add16,g00003,and,3,21 37 1,4,g00112,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
